Geography_Code,Geography_Name,Time_Period,Date,Value,Dataset,Measure,Year,Month,Quarter,Month_Name,Previous_Value,Growth_Rate,Category
UK_TOTAL,United Kingdom,2018 Aug,2018-08-01,118186.0,uc_starts,V_F_UC_STARTS,2018,8,3,August,100279.0,17.86,
UK_TOTAL,United Kingdom,2018 Sep,2018-09-01,154530.0,uc_starts,V_F_UC_STARTS,2018,9,3,September,118186.0,30.75,
UK_TOTAL,United Kingdom,2018 Oct,2018-10-01,141548.0,uc_starts,V_F_UC_STARTS,2018,10,4,October,154530.0,-8.4,
UK_TOTAL,United Kingdom,2018 Nov,2018-11-01,149500.0,uc_starts,V_F_UC_STARTS,2018,11,4,November,141548.0,5.62,
UK_TOTAL,United Kingdom,2018 Dec,2018-12-01,201773.0,uc_starts,V_F_UC_STARTS,2018,12,4,December,149500.0,34.97,
UK_TOTAL,United Kingdom,2019 Jan,2019-01-01,136671.0,uc_starts,V_F_UC_STARTS,2019,1,1,January,201773.0,-32.26,
UK_TOTAL,United Kingdom,2019 Feb,2019-02-01,244540.0,uc_starts,V_F_UC_STARTS,2019,2,1,February,136671.0,78.93,
UK_TOTAL,United Kingdom,2019 Mar,2019-03-01,205873.0,uc_starts,V_F_UC_STARTS,2019,3,1,March,244540.0,-15.81,
UK_TOTAL,United Kingdom,2019 Apr,2019-04-01,197380.0,uc_starts,V_F_UC_STARTS,2019,4,2,April,205873.0,-4.13,
UK_TOTAL,United Kingdom,2019 May,2019-05-01,168414.0,uc_starts,V_F_UC_STARTS,2019,5,2,May,197380.0,-14.68,
UK_TOTAL,United Kingdom,2019 Jun,2019-06-01,224175.0,uc_starts,V_F_UC_STARTS,2019,6,2,June,168414.0,33.11,
UK_TOTAL,United Kingdom,2019 Jul,2019-07-01,185416.0,uc_starts,V_F_UC_STARTS,2019,7,3,July,224175.0,-17.29,
UK_TOTAL,United Kingdom,2019 Aug,2019-08-01,183674.0,uc_starts,V_F_UC_STARTS,2019,8,3,August,185416.0,-0.94,
UK_TOTAL,United Kingdom,2019 Sep,2019-09-01,219439.0,uc_starts,V_F_UC_STARTS,2019,9,3,September,183674.0,19.47,
UK_TOTAL,United Kingdom,2019 Oct,2019-10-01,189073.0,uc_starts,V_F_UC_STARTS,2019,10,4,October,219439.0,-13.84,
UK_TOTAL,United Kingdom,2019 Nov,2019-11-01,226308.0,uc_starts,V_F_UC_STARTS,2019,11,4,November,189073.0,19.69,
UK_TOTAL,United Kingdom,2019 Dec,2019-12-01,170331.0,uc_starts,V_F_UC_STARTS,2019,12,4,December,226308.0,-24.73,
UK_TOTAL,United Kingdom,2020 Jan,2020-01-01,133099.0,uc_starts,V_F_UC_STARTS,2020,1,1,January,170331.0,-21.86,
UK_TOTAL,United Kingdom,2020 Feb,2020-02-01,233914.0,uc_starts,V_F_UC_STARTS,2020,2,1,February,133099.0,75.74,
UK_TOTAL,United Kingdom,2020 Mar,2020-03-01,176801.0,uc_starts,V_F_UC_STARTS,2020,3,1,March,233914.0,-24.42,
UK_TOTAL,United Kingdom,2020 Apr,2020-04-01,1221645.0,uc_starts,V_F_UC_STARTS,2020,4,2,April,176801.0,590.97,
UK_TOTAL,United Kingdom,2020 May,2020-05-01,1170709.0,uc_starts,V_F_UC_STARTS,2020,5,2,May,1221645.0,-4.17,
UK_TOTAL,United Kingdom,2020 Jun,2020-06-01,330312.0,uc_starts,V_F_UC_STARTS,2020,6,2,June,1170709.0,-71.79,
UK_TOTAL,United Kingdom,2020 Jul,2020-07-01,248056.0,uc_starts,V_F_UC_STARTS,2020,7,3,July,330312.0,-24.9,
UK_TOTAL,United Kingdom,2020 Aug,2020-08-01,197379.0,uc_starts,V_F_UC_STARTS,2020,8,3,August,248056.0,-20.43,
UK_TOTAL,United Kingdom,2020 Sep,2020-09-01,202977.0,uc_starts,V_F_UC_STARTS,2020,9,3,September,197379.0,2.84,
UK_TOTAL,United Kingdom,2020 Oct,2020-10-01,221192.0,uc_starts,V_F_UC_STARTS,2020,10,4,October,202977.0,8.97,
UK_TOTAL,United Kingdom,2020 Nov,2020-11-01,291353.0,uc_starts,V_F_UC_STARTS,2020,11,4,November,221192.0,31.72,
UK_TOTAL,United Kingdom,2020 Dec,2020-12-01,219517.0,uc_starts,V_F_UC_STARTS,2020,12,4,December,291353.0,-24.66,
UK_TOTAL,United Kingdom,2021 Jan,2021-01-01,206985.0,uc_starts,V_F_UC_STARTS,2021,1,1,January,219517.0,-5.71,
UK_TOTAL,United Kingdom,2021 Feb,2021-02-01,212313.0,uc_starts,V_F_UC_STARTS,2021,2,1,February,206985.0,2.57,
UK_TOTAL,United Kingdom,2021 Mar,2021-03-01,174365.0,uc_starts,V_F_UC_STARTS,2021,3,1,March,212313.0,-17.87,
UK_TOTAL,United Kingdom,2021 Apr,2021-04-01,137963.0,uc_starts,V_F_UC_STARTS,2021,4,2,April,174365.0,-20.88,
UK_TOTAL,United Kingdom,2021 May,2021-05-01,162687.0,uc_starts,V_F_UC_STARTS,2021,5,2,May,137963.0,17.92,
UK_TOTAL,United Kingdom,2021 Jun,2021-06-01,122336.0,uc_starts,V_F_UC_STARTS,2021,6,2,June,162687.0,-24.8,
UK_TOTAL,United Kingdom,2021 Jul,2021-07-01,133914.0,uc_starts,V_F_UC_STARTS,2021,7,3,July,122336.0,9.46,
UK_TOTAL,United Kingdom,2021 Aug,2021-08-01,158586.0,uc_starts,V_F_UC_STARTS,2021,8,3,August,133914.0,18.42,
UK_TOTAL,United Kingdom,2021 Sep,2021-09-01,120598.0,uc_starts,V_F_UC_STARTS,2021,9,3,September,158586.0,-23.95,
UK_TOTAL,United Kingdom,2021 Oct,2021-10-01,168516.0,uc_starts,V_F_UC_STARTS,2021,10,4,October,120598.0,39.73,
UK_TOTAL,United Kingdom,2021 Nov,2021-11-01,125862.0,uc_starts,V_F_UC_STARTS,2021,11,4,November,168516.0,-25.31,
UK_TOTAL,United Kingdom,2021 Dec,2021-12-01,122202.0,uc_starts,V_F_UC_STARTS,2021,12,4,December,125862.0,-2.91,
UK_TOTAL,United Kingdom,2022 Jan,2022-01-01,134244.0,uc_starts,V_F_UC_STARTS,2022,1,1,January,122202.0,9.85,
UK_TOTAL,United Kingdom,2022 Feb,2022-02-01,142297.0,uc_starts,V_F_UC_STARTS,2022,2,1,February,134244.0,6.0,
UK_TOTAL,United Kingdom,2022 Mar,2022-03-01,129400.0,uc_starts,V_F_UC_STARTS,2022,3,1,March,142297.0,-9.06,
UK_TOTAL,United Kingdom,2022 Apr,2022-04-01,165239.0,uc_starts,V_F_UC_STARTS,2022,4,2,April,129400.0,27.7,
UK_TOTAL,United Kingdom,2022 May,2022-05-01,116497.0,uc_starts,V_F_UC_STARTS,2022,5,2,May,165239.0,-29.5,
UK_TOTAL,United Kingdom,2022 Jun,2022-06-01,137233.0,uc_starts,V_F_UC_STARTS,2022,6,2,June,116497.0,17.8,
UK_TOTAL,United Kingdom,2022 Jul,2022-07-01,187091.0,uc_starts,V_F_UC_STARTS,2022,7,3,July,137233.0,36.33,
UK_TOTAL,United Kingdom,2022 Aug,2022-08-01,145367.0,uc_starts,V_F_UC_STARTS,2022,8,3,August,187091.0,-22.3,
UK_TOTAL,United Kingdom,2022 Sep,2022-09-01,140343.0,uc_starts,V_F_UC_STARTS,2022,9,3,September,145367.0,-3.46,
UK_TOTAL,United Kingdom,2022 Oct,2022-10-01,180408.0,uc_starts,V_F_UC_STARTS,2022,10,4,October,140343.0,28.55,
UK_TOTAL,United Kingdom,2022 Nov,2022-11-01,139368.0,uc_starts,V_F_UC_STARTS,2022,11,4,November,180408.0,-22.75,
UK_TOTAL,United Kingdom,2022 Dec,2022-12-01,138257.0,uc_starts,V_F_UC_STARTS,2022,12,4,December,139368.0,-0.8,
UK_TOTAL,United Kingdom,2023 Jan,2023-01-01,144451.0,uc_starts,V_F_UC_STARTS,2023,1,1,January,138257.0,4.48,
UK_TOTAL,United Kingdom,2023 Feb,2023-02-01,148788.0,uc_starts,V_F_UC_STARTS,2023,2,1,February,144451.0,3.0,
UK_TOTAL,United Kingdom,2023 Mar,2023-03-01,144776.0,uc_starts,V_F_UC_STARTS,2023,3,1,March,148788.0,-2.7,
UK_TOTAL,United Kingdom,2023 Apr,2023-04-01,165710.0,uc_starts,V_F_UC_STARTS,2023,4,2,April,144776.0,14.46,
UK_TOTAL,United Kingdom,2023 May,2023-05-01,132310.0,uc_starts,V_F_UC_STARTS,2023,5,2,May,165710.0,-20.16,
UK_TOTAL,United Kingdom,2023 Jun,2023-06-01,135800.0,uc_starts,V_F_UC_STARTS,2023,6,2,June,132310.0,2.64,
UK_TOTAL,United Kingdom,2023 Jul,2023-07-01,171459.0,uc_starts,V_F_UC_STARTS,2023,7,3,July,135800.0,26.26,
UK_TOTAL,United Kingdom,2023 Aug,2023-08-01,142448.0,uc_starts,V_F_UC_STARTS,2023,8,3,August,171459.0,-16.92,
UK_TOTAL,United Kingdom,2023 Sep,2023-09-01,184209.0,uc_starts,V_F_UC_STARTS,2023,9,3,September,142448.0,29.32,
UK_TOTAL,United Kingdom,2023 Oct,2023-10-01,172234.0,uc_starts,V_F_UC_STARTS,2023,10,4,October,184209.0,-6.5,
UK_TOTAL,United Kingdom,2023 Nov,2023-11-01,172945.0,uc_starts,V_F_UC_STARTS,2023,11,4,November,172234.0,0.41,
UK_TOTAL,United Kingdom,2023 Dec,2023-12-01,210508.0,uc_starts,V_F_UC_STARTS,2023,12,4,December,172945.0,21.72,
UK_TOTAL,United Kingdom,2024 Jan,2024-01-01,159302.0,uc_starts,V_F_UC_STARTS,2024,1,1,January,210508.0,-24.32,
UK_TOTAL,United Kingdom,2024 Feb,2024-02-01,226514.0,uc_starts,V_F_UC_STARTS,2024,2,1,February,159302.0,42.19,
UK_TOTAL,United Kingdom,2024 Mar,2024-03-01,284190.0,uc_starts,V_F_UC_STARTS,2024,3,1,March,226514.0,25.46,
UK_TOTAL,United Kingdom,2024 Apr,2024-04-01,196078.0,uc_starts,V_F_UC_STARTS,2024,4,2,April,284190.0,-31.0,
UK_TOTAL,United Kingdom,2024 May,2024-05-01,207054.0,uc_starts,V_F_UC_STARTS,2024,5,2,May,196078.0,5.6,
UK_TOTAL,United Kingdom,2024 Jun,2024-06-01,218351.0,uc_starts,V_F_UC_STARTS,2024,6,2,June,207054.0,5.46,
UK_TOTAL,United Kingdom,2024 Jul,2024-07-01,181502.0,uc_starts,V_F_UC_STARTS,2024,7,3,July,218351.0,-16.88,
UK_TOTAL,United Kingdom,2024 Aug,2024-08-01,195083.0,uc_starts,V_F_UC_STARTS,2024,8,3,August,181502.0,7.48,
UK_TOTAL,United Kingdom,2024 Sep,2024-09-01,258379.0,uc_starts,V_F_UC_STARTS,2024,9,3,September,195083.0,32.45,
UK_TOTAL,United Kingdom,2024 Oct,2024-10-01,208911.0,uc_starts,V_F_UC_STARTS,2024,10,4,October,258379.0,-19.15,
UK_TOTAL,United Kingdom,2024 Nov,2024-11-01,254611.0,uc_starts,V_F_UC_STARTS,2024,11,4,November,208911.0,21.88,
UK_TOTAL,United Kingdom,2024 Dec,2024-12-01,190528.0,uc_starts,V_F_UC_STARTS,2024,12,4,December,254611.0,-25.17,
UK_TOTAL,United Kingdom,2025 Jan,2025-01-01,159620.0,uc_starts,V_F_UC_STARTS,2025,1,1,January,190528.0,-16.22,
UK_TOTAL,United Kingdom,2025 Feb,2025-02-01,266800.0,uc_starts,V_F_UC_STARTS,2025,2,1,February,159620.0,67.15,
UK_TOTAL,United Kingdom,2025 Mar,2025-03-01,203355.0,uc_starts,V_F_UC_STARTS,2025,3,1,March,266800.0,-23.78,
UK_TOTAL,United Kingdom,2025 Apr,2025-04-01,196686.0,uc_starts,V_F_UC_STARTS,2025,4,2,April,203355.0,-3.28,
UK_TOTAL,United Kingdom,2025 May,2025-05-01,179104.0,uc_starts,V_F_UC_STARTS,2025,5,2,May,196686.0,-8.94,
UK_TOTAL,United Kingdom,2025 Jun,2025-06-01,248960.0,uc_starts,V_F_UC_STARTS,2025,6,2,June,179104.0,39.0,
UK_TOTAL,United Kingdom,2025 Jul,2025-07-01,205051.0,uc_starts,V_F_UC_STARTS,2025,7,3,July,248960.0,-17.64,
UK_TOTAL,United Kingdom,2013 May,2013-05-01,8.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,5,2,May,,,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2013 Jun,2013-06-01,24.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,6,2,June,8.0,200.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2013 Jul,2013-07-01,78.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,7,3,July,24.0,225.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2013 Aug,2013-08-01,222.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,8,3,August,78.0,184.62,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2013 Sep,2013-09-01,500.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,9,3,September,222.0,125.23,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2013 Oct,2013-10-01,683.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,10,4,October,500.0,36.6,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2013 Nov,2013-11-01,816.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,11,4,November,683.0,19.47,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2013 Dec,2013-12-01,865.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2013,12,4,December,816.0,6.0,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Jan,2014-01-01,909.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,1,1,January,865.0,5.09,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Feb,2014-02-01,1046.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,2,1,February,909.0,15.07,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Mar,2014-03-01,1096.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,3,1,March,1046.0,4.78,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Apr,2014-04-01,1088.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,4,2,April,1096.0,-0.73,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 May,2014-05-01,1108.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,5,2,May,1088.0,1.84,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Jun,2014-06-01,1129.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,6,2,June,1108.0,1.9,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Jul,2014-07-01,1206.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,7,3,July,1129.0,6.82,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Aug,2014-08-01,1747.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,8,3,August,1206.0,44.86,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Sep,2014-09-01,2402.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,9,3,September,1747.0,37.49,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Oct,2014-10-01,3095.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,10,4,October,2402.0,28.85,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Nov,2014-11-01,3615.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,11,4,November,3095.0,16.8,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2014 Dec,2014-12-01,4018.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2014,12,4,December,3615.0,11.15,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Jan,2015-01-01,4182.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,1,1,January,4018.0,4.08,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Feb,2015-02-01,5448.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,2,1,February,4182.0,30.27,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Mar,2015-03-01,6104.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,3,1,March,5448.0,12.04,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Apr,2015-04-01,6635.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,4,2,April,6104.0,8.7,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 May,2015-05-01,7812.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,5,2,May,6635.0,17.74,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Jun,2015-06-01,8650.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,6,2,June,7812.0,10.73,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Jul,2015-07-01,10721.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,7,3,July,8650.0,23.94,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Aug,2015-08-01,13629.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,8,3,August,10721.0,27.12,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Sep,2015-09-01,16100.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,9,3,September,13629.0,18.13,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Oct,2015-10-01,18864.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,10,4,October,16100.0,17.17,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Nov,2015-11-01,20365.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,11,4,November,18864.0,7.96,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2015 Dec,2015-12-01,22229.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2015,12,4,December,20365.0,9.15,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Jan,2016-01-01,23333.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,1,1,January,22229.0,4.97,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Feb,2016-02-01,26718.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,2,1,February,23333.0,14.51,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Mar,2016-03-01,29633.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,3,1,March,26718.0,10.91,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Apr,2016-04-01,31771.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,4,2,April,29633.0,7.21,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 May,2016-05-01,33047.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,5,2,May,31771.0,4.02,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Jun,2016-06-01,34018.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,6,2,June,33047.0,2.94,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Jul,2016-07-01,36546.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,7,3,July,34018.0,7.43,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Aug,2016-08-01,38615.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,8,3,August,36546.0,5.66,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Sep,2016-09-01,41049.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,9,3,September,38615.0,6.3,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Oct,2016-10-01,46213.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,10,4,October,41049.0,12.58,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Nov,2016-11-01,47001.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,11,4,November,46213.0,1.71,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2016 Dec,2016-12-01,46891.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2016,12,4,December,47001.0,-0.23,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Jan,2017-01-01,45561.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,1,1,January,46891.0,-2.84,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Feb,2017-02-01,46010.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,2,1,February,45561.0,0.99,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Mar,2017-03-01,47189.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,3,1,March,46010.0,2.56,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Apr,2017-04-01,47005.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,4,2,April,47189.0,-0.39,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 May,2017-05-01,45426.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,5,2,May,47005.0,-3.36,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Jun,2017-06-01,44419.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,6,2,June,45426.0,-2.22,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Jul,2017-07-01,44341.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,7,3,July,44419.0,-0.18,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Aug,2017-08-01,45213.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,8,3,August,44341.0,1.97,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Sep,2017-09-01,47193.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,9,3,September,45213.0,4.38,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Oct,2017-10-01,48942.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,10,4,October,47193.0,3.71,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Nov,2017-11-01,49793.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,11,4,November,48942.0,1.74,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2017 Dec,2017-12-01,50491.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2017,12,4,December,49793.0,1.4,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
UK_TOTAL,United Kingdom,2018 Jan,2018-01-01,49232.0,people_demo_Age (bands and single year),V_F_UC_CASELOAD_FULL,2018,1,1,January,50491.0,-2.49,str:value:UC_Monthly:V_F_UC_CASELOAD_FULL:AGE_CODE:C_UC_AGE_BAND:1
