Geography_Code,Geography_Name,Time_Period,Date,Value,Dataset,Year,Month,Quarter,Month_Name,Region,Previous_Value,Growth_Rate,Source_File,Collection_Time,Data_Type,Measure,Category,demographic_type,demographic_field
UK_TOTAL,United Kingdom,2018 May,2018-05-01,185105.0,households_demographic,2018,5,2,May,,556563.0,-66.74,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 May,2018-05-01,556563.0,households_demographic,2018,5,2,May,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Apr,2018-04-01,0.0,households_demographic,2018,4,2,April,,63066.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Apr,2018-04-01,63066.0,households_demographic,2018,4,2,April,,24831.0,153.98,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Apr,2018-04-01,24831.0,households_demographic,2018,4,2,April,,169911.0,-85.39,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Apr,2018-04-01,169911.0,households_demographic,2018,4,2,April,,545066.0,-68.83,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Apr,2018-04-01,545066.0,households_demographic,2018,4,2,April,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Mar,2018-03-01,0.0,households_demographic,2018,3,1,March,,56012.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Mar,2018-03-01,21935.0,households_demographic,2018,3,1,March,,152254.0,-85.59,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 May,2018-05-01,68673.0,households_demographic,2018,5,2,May,,27027.0,154.09,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Mar,2018-03-01,152254.0,households_demographic,2018,3,1,March,,532492.0,-71.41,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Mar,2018-03-01,532492.0,households_demographic,2018,3,1,March,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Feb,2018-02-01,0.0,households_demographic,2018,2,1,February,,50218.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Feb,2018-02-01,50218.0,households_demographic,2018,2,1,February,,19530.0,157.13,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Feb,2018-02-01,19530.0,households_demographic,2018,2,1,February,,137698.0,-85.82,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Feb,2018-02-01,137698.0,households_demographic,2018,2,1,February,,518395.0,-73.44,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Feb,2018-02-01,518395.0,households_demographic,2018,2,1,February,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jan,2018-01-01,0.0,households_demographic,2018,1,1,January,,44440.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 May,2018-05-01,27027.0,households_demographic,2018,5,2,May,,185105.0,-85.4,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 May,2018-05-01,0.0,households_demographic,2018,5,2,May,,68673.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Sep,2018-09-01,0.0,households_demographic,2018,9,3,September,,102528.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Aug,2018-08-01,626107.0,households_demographic,2018,8,3,August,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Sep,2018-09-01,102528.0,households_demographic,2018,9,3,September,,39623.0,158.76,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Sep,2018-09-01,39623.0,households_demographic,2018,9,3,September,,283327.0,-86.02,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Sep,2018-09-01,283327.0,households_demographic,2018,9,3,September,,669500.0,-57.68,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Sep,2018-09-01,669500.0,households_demographic,2018,9,3,September,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Aug,2018-08-01,0.0,households_demographic,2018,8,3,August,,92016.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Aug,2018-08-01,92016.0,households_demographic,2018,8,3,August,,35563.0,158.74,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Aug,2018-08-01,35563.0,households_demographic,2018,8,3,August,,252726.0,-85.93,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Aug,2018-08-01,252726.0,households_demographic,2018,8,3,August,,626107.0,-59.64,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jul,2018-07-01,0.0,households_demographic,2018,7,3,July,,83473.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jun,2018-06-01,572526.0,households_demographic,2018,6,2,June,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jul,2018-07-01,83473.0,households_demographic,2018,7,3,July,,32106.0,159.99,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jul,2018-07-01,32106.0,households_demographic,2018,7,3,July,,228437.0,-85.95,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jul,2018-07-01,228437.0,households_demographic,2018,7,3,July,,593960.0,-61.54,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jul,2018-07-01,593960.0,households_demographic,2018,7,3,July,,0.0,,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:1,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jun,2018-06-01,0.0,households_demographic,2018,6,2,June,,76376.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jun,2018-06-01,76376.0,households_demographic,2018,6,2,June,,29589.0,158.12,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jun,2018-06-01,29589.0,households_demographic,2018,6,2,June,,206733.0,-85.69,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2018 Jun,2018-06-01,206733.0,households_demographic,2018,6,2,June,,572526.0,-63.89,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2016 Jul,2016-07-01,0.0,households_demographic,2016,7,3,July,,6961.0,-100.0,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:99,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2016 Jul,2016-07-01,6961.0,households_demographic,2016,7,3,July,,2712.0,156.67,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:4,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2016 Jul,2016-07-01,2712.0,households_demographic,2016,7,3,July,,23119.0,-88.27,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:3,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2016 Jul,2016-07-01,23119.0,households_demographic,2016,7,3,July,,276893.0,-91.65,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,,V_F_UC_HOUSEHOLDS,str:value:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type:C_UC_FAMILY_TYPE:2,Family Type,str:field:UC_Households:V_F_UC_HOUSEHOLDS:hnfamily_type
UK_TOTAL,United Kingdom,2020 Nov,2020-11-01,4886146.0,households_total,2020,11,4,November,,4764499.0,2.55,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Oct,2020-10-01,4764499.0,households_total,2020,10,4,October,,4696326.0,1.45,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Sep,2020-09-01,4696326.0,households_total,2020,9,3,September,,4603997.0,2.01,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Aug,2020-08-01,4603997.0,households_total,2020,8,3,August,,4483122.0,2.7,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Jul,2020-07-01,4483122.0,households_total,2020,7,3,July,,4381219.0,2.33,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Jun,2020-06-01,4381219.0,households_total,2020,6,2,June,,4244571.0,3.22,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 May,2020-05-01,4244571.0,households_total,2020,5,2,May,,3758567.0,12.93,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Apr,2020-04-01,3758567.0,households_total,2020,4,2,April,,2699668.0,39.22,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Mar,2020-03-01,2699668.0,households_total,2020,3,1,March,,2575569.0,4.82,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Feb,2020-02-01,2575569.0,households_total,2020,2,1,February,,2454589.0,4.93,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Jan,2020-01-01,2454589.0,households_total,2020,1,1,January,,2404766.0,2.07,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 Dec,2019-12-01,2404766.0,households_total,2019,12,4,December,,2343563.0,2.61,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 Nov,2019-11-01,2343563.0,households_total,2019,11,4,November,,2257844.0,3.8,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 Oct,2019-10-01,2257844.0,households_total,2019,10,4,October,,2181322.0,3.51,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 Sep,2019-09-01,2181322.0,households_total,2019,9,3,September,,2086816.0,4.53,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 Aug,2019-08-01,2086816.0,households_total,2019,8,3,August,,2006173.0,4.02,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 Jul,2019-07-01,2006173.0,households_total,2019,7,3,July,,1921540.0,4.4,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 Jun,2019-06-01,1921540.0,households_total,2019,6,2,June,,1820786.0,5.53,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2019 May,2019-05-01,1820786.0,households_total,2019,5,2,May,,1749082.0,4.1,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2020 Dec,2020-12-01,4932279.0,households_total,2020,12,4,December,,4886146.0,0.94,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Jan,2021-01-01,5003567.0,households_total,2021,1,1,January,,4932279.0,1.45,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Feb,2021-02-01,5047021.0,households_total,2021,2,1,February,,5003567.0,0.87,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Jan,2022-01-01,4740291.0,households_total,2022,1,1,January,,4768218.0,-0.59,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Sep,2022-09-01,4869058.0,households_total,2022,9,3,September,,4834853.0,0.71,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Aug,2022-08-01,4834853.0,households_total,2022,8,3,August,,4801082.0,0.7,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Jul,2022-07-01,4801082.0,households_total,2022,7,3,July,,4747285.0,1.13,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Jun,2022-06-01,4747285.0,households_total,2022,6,2,June,,4717244.0,0.64,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 May,2022-05-01,4717244.0,households_total,2022,5,2,May,,4712796.0,0.09,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Apr,2022-04-01,4712796.0,households_total,2022,4,2,April,,4715218.0,-0.05,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Mar,2022-03-01,4715218.0,households_total,2022,3,1,March,,4737632.0,-0.47,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2022 Feb,2022-02-01,4737632.0,households_total,2022,2,1,February,,4740291.0,-0.06,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Dec,2021-12-01,4768218.0,households_total,2021,12,4,December,,4795869.0,-0.58,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Mar,2021-03-01,5043933.0,households_total,2021,3,1,March,,5047021.0,-0.06,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Nov,2021-11-01,4795869.0,households_total,2021,11,4,November,,4833084.0,-0.77,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Oct,2021-10-01,4833084.0,households_total,2021,10,4,October,,4873621.0,-0.83,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Sep,2021-09-01,4873621.0,households_total,2021,9,3,September,,4908634.0,-0.71,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Aug,2021-08-01,4908634.0,households_total,2021,8,3,August,,4938302.0,-0.6,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Jul,2021-07-01,4938302.0,households_total,2021,7,3,July,,4954092.0,-0.32,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
UK_TOTAL,United Kingdom,2021 Jun,2021-06-01,4954092.0,households_total,2021,6,2,June,,4986640.0,-0.65,uc_households_granular_20250921_224641.parquet,2025-09-21 22:48:06.008701,households_total,V_F_UC_HOUSEHOLDS,,,
